Date,Country,Confirmed ,Death ,Recovered
5/31/2020,South_Africa,32683,683,16809
6/1/2020,South_Africa,34357,705,17291
6/2/2020,South_Africa,35812,755,18313
6/3/2020,South_Africa,37525,792,19682
6/4/2020,South_Africa,40792,848,21311
6/5/2020,South_Africa,43434,908,23088
6/6/2020,South_Africa,45973,952,24258
6/7/2020,South_Africa,48285,998,24364
6/8/2020,South_Africa,50879,1080,26099
6/9/2020,South_Africa,52991,1162,29006
6/10/2020,South_Africa,55421,1210,31505
6/11/2020,South_Africa,58568,1284,33252
6/12/2020,South_Africa,61927,1354,35006
6/13/2020,South_Africa,65736,1423,36850
6/14/2020,South_Africa,70038,1480,38531
6/15/2020,South_Africa,73533,1568,39867
6/16/2020,South_Africa,76334,1625,42063
6/17/2020,South_Africa,80412,1674,44331
6/18/2020,South_Africa,83890,1737,44920
6/19/2020,South_Africa,87715,1831,47825
6/20/2020,South_Africa,92681,1877,50326
6/21/2020,South_Africa,97302,1930,51608
6/22/2020,South_Africa,101590,1991,53444
6/23/2020,South_Africa,106108,2102,55045
6/24/2020,South_Africa,111796,2205,56874
6/25/2020,South_Africa,118375,2292,59974
6/26/2020,South_Africa,124590,2340,64111
6/27/2020,South_Africa,131800,2413,67094
6/28/2020,South_Africa,138134,2456,68925
6/29/2020,South_Africa,144264,2529,70614
6/30/2020,South_Africa,151209,2657,73543
7/1/2020,South_Africa,159333,2749,76025
7/2/2020,South_Africa,168061,2844,81999
7/3/2020,South_Africa,177124,2952,86298
7/4/2020,South_Africa,187977,3026,91227
7/5/2020,South_Africa,196750,3199,93315
7/6/2020,South_Africa,205721,3310,97848
7/7/2020,South_Africa,215855,3502,102299
7/8/2020,South_Africa,224665,3602,106842
7/9/2020,South_Africa,238339,3720,113061
7/10/2020,South_Africa,250687,3860,118232
7/11/2020,South_Africa,264184,3971,127715
7/12/2020,South_Africa,276242,4079,134874
7/13/2020,South_Africa,287796,4172,138241
7/14/2020,South_Africa,298292,4346,146279
7/15/2020,South_Africa,311049,4453,160693
7/16/2020,South_Africa,324221,4669,165591
7/17/2020,South_Africa,337594,4804,178183
7/18/2020,South_Africa,350879,4948,182230
7/19/2020,South_Africa,364328,5033,191059
7/20/2020,South_Africa,373628,5173,194865
7/21/2020,South_Africa,381798,5368,208144
7/22/2020,South_Africa,394948,5940,229175
7/23/2020,South_Africa,408052,6093,236260
7/24/2020,South_Africa,421996,6343,245771
7/25/2020,South_Africa,434200,6655,263054
7/26/2020,South_Africa,445433,6769,265077
7/27/2020,South_Africa,452529,7067,274925
7/28/2020,South_Africa,459761,7257,287313
7/29/2020,South_Africa,471123,7497,297967
7/30/2020,South_Africa,482169,7812,309601
7/31/2020,South_Africa,493183,8005,326171
8/1/2020,South_Africa,503290,8153,342461
8/2/2020,South_Africa,511485,8366,347227
8/3/2020,South_Africa,516862,8539,358037
8/4/2020,South_Africa,521318,8884,363751
8/5/2020,South_Africa,529877,9298,377266
8/6/2020,South_Africa,538184,9604,387316
8/7/2020,South_Africa,545476,9909,394759
8/8/2020,South_Africa,553188,10210,404568
8/9/2020,South_Africa,559859,10408,411474
8/10/2020,South_Africa,563598,10621,417200
8/11/2020,South_Africa,566109,10751,426125
8/12/2020,South_Africa,568919,11010,432029
8/13/2020,South_Africa,572865,11270,437617
8/14/2020,South_Africa,579140,11556,461734
8/15/2020,South_Africa,583653,11677,466941
8/16/2020,South_Africa,587345,11839,472377
8/17/2020,South_Africa,589886,11982,477671
8/18/2020,South_Africa,592144,12264,485468
8/19/2020,South_Africa,596060,12423,491441
8/20/2020,South_Africa,599940,12618,497169
8/21/2020,South_Africa,603338,12843,500102
8/22/2020,South_Africa,607045,12987,504127
8/23/2020,South_Africa,609773,13059,506470
8/24/2020,South_Africa,611450,13159,516494
8/25/2020,South_Africa,613017,13308,520381
8/26/2020,South_Africa,615701,13502,525242
8/27/2020,South_Africa,618286,13628,531338
8/28/2020,South_Africa,620132,13743,533935
8/29/2020,South_Africa,622551,13981,536694
8/30/2020,South_Africa,625056,14028,538604
8/31/2020,South_Africa,627041,14149,540923
2/14/2020,Tanzania,0,0,0
2/15/2020,Tanzania,0,0,0
2/16/2020,Tanzania,0,0,0
2/17/2020,Tanzania,0,0,0
2/18/2020,Tanzania,0,0,0
2/19/2020,Tanzania,0,0,0
2/20/2020,Tanzania,0,0,0
2/21/2020,Tanzania,0,0,0
2/22/2020,Tanzania,0,0,0
2/23/2020,Tanzania,0,0,0
2/24/2020,Tanzania,0,0,0
2/25/2020,Tanzania,0,0,0
2/26/2020,Tanzania,0,0,0
2/27/2020,Tanzania,0,0,0
2/28/2020,Tanzania,0,0,0
2/29/2020,Tanzania,0,0,0
3/1/2020,Tanzania,0,0,0
3/2/2020,Tanzania,0,0,0
3/3/2020,Tanzania,0,0,0
3/4/2020,Tanzania,0,0,0
3/5/2020,Tanzania,0,0,0
3/6/2020,Tanzania,0,0,0
3/7/2020,Tanzania,0,0,0
3/8/2020,Tanzania,0,0,0
3/9/2020,Tanzania,0,0,0
3/10/2020,Tanzania,0,0,0
3/11/2020,Tanzania,0,0,0
3/12/2020,Tanzania,0,0,0
3/13/2020,Tanzania,0,0,0
3/14/2020,Tanzania,0,0,0
3/15/2020,Tanzania,0,0,0
3/16/2020,Tanzania,1,0,0
3/17/2020,Tanzania,1,0,0
3/18/2020,Tanzania,3,0,0
3/19/2020,Tanzania,6,0,0
3/20/2020,Tanzania,6,0,0
3/21/2020,Tanzania,6,0,0
3/22/2020,Tanzania,12,0,0
3/23/2020,Tanzania,12,0,0
3/24/2020,Tanzania,12,0,0
3/25/2020,Tanzania,12,0,0
3/26/2020,Tanzania,13,0,0
3/27/2020,Tanzania,13,0,1
3/28/2020,Tanzania,14,0,1
3/29/2020,Tanzania,14,0,1
3/30/2020,Tanzania,19,0,1
3/31/2020,Tanzania,19,1,1
4/1/2020,Tanzania,20,1,1
4/2/2020,Tanzania,20,1,2
4/3/2020,Tanzania,20,1,3
4/4/2020,Tanzania,20,1,3
4/5/2020,Tanzania,22,1,3
4/6/2020,Tanzania,24,1,3
4/7/2020,Tanzania,24,1,5
4/8/2020,Tanzania,25,1,5
4/9/2020,Tanzania,25,1,5
4/10/2020,Tanzania,32,3,5
4/11/2020,Tanzania,32,3,5
4/12/2020,Tanzania,32,3,5
4/13/2020,Tanzania,49,3,7
4/14/2020,Tanzania,53,3,7
4/15/2020,Tanzania,88,4,11
4/16/2020,Tanzania,94,4,11
4/17/2020,Tanzania,147,5,11
4/18/2020,Tanzania,147,5,11
4/19/2020,Tanzania,170,7,11
4/20/2020,Tanzania,254,10,11
4/21/2020,Tanzania,254,10,11
4/22/2020,Tanzania,284,10,11
4/23/2020,Tanzania,284,10,11
4/24/2020,Tanzania,299,10,48
4/25/2020,Tanzania,299,10,48
4/26/2020,Tanzania,299,10,48
4/27/2020,Tanzania,299,10,48
4/28/2020,Tanzania,299,10,48
4/29/2020,Tanzania,480,16,167
4/30/2020,Tanzania,480,16,167
5/1/2020,Tanzania,480,16,167
5/2/2020,Tanzania,480,16,167
5/3/2020,Tanzania,480,16,167
5/4/2020,Tanzania,480,16,167
5/5/2020,Tanzania,480,16,167
5/6/2020,Tanzania,480,16,167
5/7/2020,Tanzania,480,16,167
5/8/2020,Tanzania,509,21,183
5/9/2020,Tanzania,509,21,183
5/10/2020,Tanzania,509,21,183
5/11/2020,Tanzania,509,21,183
5/12/2020,Tanzania,509,21,183
5/13/2020,Tanzania,509,21,183
5/14/2020,Tanzania,509,21,183
5/15/2020,Tanzania,509,21,183
5/16/2020,Tanzania,509,21,183
5/17/2020,Tanzania,509,21,183
5/18/2020,Tanzania,509,21,183
5/19/2020,Tanzania,509,21,183
5/20/2020,Tanzania,509,21,183
5/21/2020,Tanzania,509,21,183
5/22/2020,Tanzania,509,21,183
5/23/2020,Tanzania,509,21,183
5/24/2020,Tanzania,509,21,183
5/25/2020,Tanzania,509,21,183
5/26/2020,Tanzania,509,21,183
5/27/2020,Tanzania,509,21,183
5/28/2020,Tanzania,509,21,183
5/29/2020,Tanzania,509,21,183
5/30/2020,Tanzania,509,21,183
5/31/2020,Tanzania,509,21,183
6/1/2020,Tanzania,509,21,183
6/2/2020,Tanzania,509,21,183
6/3/2020,Tanzania,509,21,183
6/4/2020,Tanzania,509,21,183
6/5/2020,Tanzania,509,21,183
6/6/2020,Tanzania,509,21,183
6/7/2020,Tanzania,509,21,183
6/8/2020,Tanzania,509,21,183
6/9/2020,Tanzania,509,21,183
6/10/2020,Tanzania,509,21,183
6/11/2020,Tanzania,509,21,183
6/12/2020,Tanzania,509,21,183
6/13/2020,Tanzania,509,21,183
6/14/2020,Tanzania,509,21,183
6/15/2020,Tanzania,509,21,183
6/16/2020,Tanzania,509,21,183
6/17/2020,Tanzania,509,21,183
6/18/2020,Tanzania,509,21,183
6/19/2020,Tanzania,509,21,183
6/20/2020,Tanzania,509,21,183
6/21/2020,Tanzania,509,21,183
6/22/2020,Tanzania,509,21,183
6/23/2020,Tanzania,509,21,183
6/24/2020,Tanzania,509,21,183
6/25/2020,Tanzania,509,21,183
6/26/2020,Tanzania,509,21,183
6/27/2020,Tanzania,509,21,183
6/28/2020,Tanzania,509,21,183
6/29/2020,Tanzania,509,21,183
6/30/2020,Tanzania,509,21,183
7/1/2020,Tanzania,509,21,183
7/2/2020,Tanzania,509,21,183
7/3/2020,Tanzania,509,21,183
7/4/2020,Tanzania,509,21,183
7/5/2020,Tanzania,509,21,183
7/6/2020,Tanzania,509,21,183
7/7/2020,Tanzania,509,21,183
7/8/2020,Tanzania,509,21,183
7/9/2020,Tanzania,509,21,183
7/10/2020,Tanzania,509,21,183
7/11/2020,Tanzania,509,21,183
7/12/2020,Tanzania,509,21,183
7/13/2020,Tanzania,509,21,183
7/14/2020,Tanzania,509,21,183
7/15/2020,Tanzania,509,21,183
7/16/2020,Tanzania,509,21,183
7/17/2020,Tanzania,509,21,183
7/18/2020,Tanzania,509,21,183
7/19/2020,Tanzania,509,21,183
7/20/2020,Tanzania,509,21,183
7/21/2020,Tanzania,509,21,183
7/22/2020,Tanzania,509,21,183
7/23/2020,Tanzania,509,21,183
7/24/2020,Tanzania,509,21,183
7/25/2020,Tanzania,509,21,183
7/26/2020,Tanzania,509,21,183
7/27/2020,Tanzania,509,21,183
7/28/2020,Tanzania,509,21,183
7/29/2020,Tanzania,509,21,183
7/30/2020,Tanzania,509,21,183
7/31/2020,Tanzania,509,21,183
8/1/2020,Tanzania,509,21,183
8/2/2020,Tanzania,509,21,183
8/3/2020,Tanzania,509,21,183
8/4/2020,Tanzania,509,21,183
8/5/2020,Tanzania,509,21,183
8/6/2020,Tanzania,509,21,183
8/7/2020,Tanzania,509,21,183
8/8/2020,Tanzania,509,21,183
8/9/2020,Tanzania,509,21,183
8/10/2020,Tanzania,509,21,183
8/11/2020,Tanzania,509,21,183
8/12/2020,Tanzania,509,21,183
8/13/2020,Tanzania,509,21,183
8/14/2020,Tanzania,509,21,183
8/15/2020,Tanzania,509,21,183
8/16/2020,Tanzania,509,21,183
8/17/2020,Tanzania,509,21,183
8/18/2020,Tanzania,509,21,183
8/19/2020,Tanzania,509,21,183
8/20/2020,Tanzania,509,21,183
8/21/2020,Tanzania,509,21,183
8/22/2020,Tanzania,509,21,183
8/23/2020,Tanzania,509,21,183
8/24/2020,Tanzania,509,21,183
8/25/2020,Tanzania,509,21,183
8/26/2020,Tanzania,509,21,183
8/27/2020,Tanzania,509,21,183
8/28/2020,Tanzania,509,21,183
8/29/2020,Tanzania,509,21,183
8/30/2020,Tanzania,509,21,183
8/31/2020,Tanzania,509,21,183
